title,type,description,release_year,age_certification,runtime,imdb_score,imdb_votes
The American Barbecue Showdown,SHOW,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,2020,TV-G,43,7.1,1151
Freaks â€“ You're One of Us,MOVIE,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.",2020,NC-17,93,5.4,5809
History 101,SHOW,"Infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries.",2020,TV-PG,22,6.8,4031
Lunatics,SHOW,This mockumentary series follows the peculiar lives of six eccentric -- and sometimes obscene -- misfits who march to their own beat.,2019,TV-MA,36,6.6,3136
Chef's Table: BBQ,SHOW,"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",2020,TV-14,45,7.8,981
Homecoming: A Film by BeyoncÃ©,MOVIE,"This intimate, in-depth look at BeyoncÃ©'s celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,PG-13,137,7.4,7013
Schulz Saves America,SHOW,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,2020,TV-MA,17,7.3,1069
Criminal: Germany,SHOW,"In the interview room, detectives go head-to-head with suspects and try to get to the truthâ€”even if it means breaking the rules and risking it all.",2019,TV-MA,44,7.7,5108
Sergio,MOVIE,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.",2020,R,118,6.2,9619
Heaven Official's Blessing,SHOW,"Xie Lian, the crown prince of Xian Le Kingdom, successfully ascends to Heaven during his third trial in spite of successive demotions. However, he accidentally breaks the Gold Palace of heavenly officials. With no human worshiping him, Xie Lian has to descend to the secular world to exorcise ghosts, which may help him sustain his divinity.",2020,TV-14,24,8.3,1349
Girls from Ipanema,SHOW,"A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club.",2019,TV-MA,57,7.8,3423
Benchwarmers 2: Breaking Balls,MOVIE,A washed-up baseball player becomes an attorney. He gets a chance at redemption when his boss asks him to manage the company softball team in hopes of winning a championship.,2019,PG-13,90,4.1,947
Glow Up: Britain's Next Make-Up Star,SHOW,"A talented cast of aspiring makeup artists live and work together as they attempt to prove their potential to industry professionals from a multitude of worlds from fashion to film. With regular eliminations, the challenges not only test their skills under pressure but also give them the opportunity to unleash their creative vision with jaw-dropping results.",2019,TV-14,54,6.8,1975
Dragons: Rescue Riders,SHOW,Twins Dak and Leyla share a unique ability to communicate with dragons. The brother and sister lead a team of five young dragons that spend their days rescuing other dragons and helping the people in their adopted town of Huttsgalor.,2019,TV-Y,24,5.9,304
My Perfect Landing,SHOW,"My Perfect Landing follows a family of gymnasts through their struggles of dealing with a life-changing move from Miami to Toronto, Canada.",2020,TV-G,25,6.6,161
The Crowned Clown,SHOW,"The story takes place at a time in Joseon history, when upheaval and power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the king puts a clown, who looks exactly like him, on the throne.",2019,TV-14,75,8.0,880
Mr. Iglesias,SHOW,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,2019,TV-14,29,7.1,6703
Undercover Brother 2,MOVIE,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",2019,R,85,3.4,670
Crime Diaries: Night Out,SHOW,"After going to a Halloween party, college student Luis AndrÃ©s Colmenares is found dead. Was it an accident or murder? Inspired by true events.",2019,TV-MA,45,7.3,850
Awake: The Million Dollar Game,SHOW,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",2019,TV-PG,42,5.9,759
Oktoberfest: Beer & Blood,SHOW,"In 1900, A rich newcomer with a shady past arrives in Munich determined to crash the local Oktoberfest with his own brewery. But when his daughter falls in love with the heir to a rival brewery, a violent chain of events is unleashed that will threaten both families' futures.",2020,TV-MA,48,6.8,2119
SAINT SEIYA: Knights of the Zodiac,SHOW,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",2019,TV-14,25,4.5,1808
Hache,SHOW,"As Helena gains the trust and love of a dangerous heroin cartel leader in Barcelona, she develops the skills she needs to eventually seize his empire.",2019,TV-MA,45,6.5,1610
LEGO Marvel Avengers: Climate Conundrum,SHOW,The Environmental Clean-up Conference is off to anything but a smooth start when Tony Stark realizes his fellow competitor is his rival Justin Hammer!,2020,TV-Y7,22,6.6,65
Legacy of Lies,MOVIE,An ex-MI6 agent is thrown back into the world of espionage and high stakes to uncover the shocking truth about operations conducted by unknown secret services.,2020,R,101,5.0,3307
The Chosen One,SHOW,"Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult.",2019,TV-MA,27,5.7,661
Carmel: Who Killed Maria Marta?,SHOW,"Documentary series on the circumstances surrounding the death of MarÃ­a Marta GarcÃ­a Belsunce, one of the most controversial criminal cases in Argentina.",2020,TV-14,58,7.0,2375
Morphle,SHOW,"Mila's dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle.",2019,TV-Y,6,5.1,77
Women of the Night,SHOW,"Haunted by a shadowy past, the wife of a rising star in Amsterdam's mayoral office finds herself drawn into the cityâ€™s underworld of sex and drugs.",2019,TV-MA,47,6.3,871
100 Humans: Life's Questions. Answered.,SHOW,"One hundred hardy souls from diverse backgrounds participate in playful experiments exploring age, sex, happiness and other aspects of being human.",2020,TV-14,37,5.7,3958
Nobody's Looking,SHOW,"A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.",2019,TV-MA,20,7.7,1956
(Un)Well,SHOW,"This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?",2020,TV-MA,52,6.4,1041
Heroes of Goo Jit Zu,SHOW,Three Super Hero Animals Who Get Hit With Goo In The Sky Then Get Awsome Powers.,2019,TV-Y7,12,7.5,23
Lady Driver,MOVIE,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",2020,PG,104,5.8,1463
The Last Word,SHOW,A story about a funeral eulogy speaker who loses faith in her work and tries to sabotage her husband's funeral.,2020,TV-MA,45,7.0,948
Captain Underpants: Mega Blissmas,MOVIE,Christmas gets weird - really weird - after George and Harold go back in time to change up a few of their beloved holiday's traditions.,2020,G,46,5.3,155
The Innocence Files,SHOW,The personal stories behind eight cases of wrongful conviction that the Innocence Project and organizations within the Innocence Network have worked to highlight and overturn.,2020,TV-MA,64,8.0,2622
Mortel,SHOW,A group of French teenagers are bound together by a supernatural force.,2019,TV-MA,52,6.5,1390
Hard Kill,MOVIE,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",2020,R,98,3.4,19728
Next in Fashion,SHOW,"18 budding fashion designers compete for a $250,000 prize and the opportunity to launch a clothing line with Net-a-Porter.",2020,TV-14,51,7.3,3572
Losers,SHOW,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph.",2019,TV-MA,8,7.6,1741
Kota Factory,SHOW,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.",2019,TV-MA,42,9.3,66985
1994,SHOW,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.",2019,TV-MA,178,7.5,514
The School Nurse Files,SHOW,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",2020,TV-14,51,6.4,1147
Work It,MOVIE,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,2020,PG-13,93,6.1,12828
Bethany Hamilton: Unstoppable,MOVIE,"One of the most fearless and accomplished athletes of her generation, Bethany Hamilton became a surfing wunderkind when she returned to the sport following a devastating shark attack at age 13. As she continues to chase waves she also now tackles motherhood.",2019,PG,99,7.4,705
Jungle Beat: The Movie,MOVIE,The Jungle Beat animals think itâ€™s the best thing ever when an alien arrives in the jungle bringing with him the power of speech. They also surprisingly think itâ€™s the best thing ever when they find out that heâ€™s been sent to conquer them.,2020,G,84,5.5,983
Monarca,SHOW,"After 20 years, Ana MarÃ­a returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.",2019,TV-MA,44,7.8,3210
